"Folkmängd efter region, civilstånd, ålder, kön och år"

"region";"civilstånd";"ålder";"kön";"2020"
"SE110 Stockholms län";"änkor/änklingar";"99 år";"kvinnor";237
"SE110 Stockholms län";"änkor/änklingar";"100+ år";"män";63
"SE110 Stockholms län";"änkor/änklingar";"100+ år";"kvinnor";375
"SE121 Uppsala län";"ogifta";"0 år";"män";2151
"SE121 Uppsala län";"ogifta";"0 år";"kvinnor";2012
"SE121 Uppsala län";"ogifta";"1 år";"män";2312
"SE121 Uppsala län";"ogifta";"1 år";"kvinnor";2097
"SE121 Uppsala län";"ogifta";"2 år";"män";2315
"SE121 Uppsala län";"ogifta";"2 år";"kvinnor";2178
"SE121 Uppsala län";"ogifta";"3 år";"män";2334
"SE121 Uppsala län";"ogifta";"3 år";"kvinnor";2203
"SE121 Uppsala län";"ogifta";"4 år";"män";2440
"SE121 Uppsala län";"ogifta";"4 år";"kvinnor";2303
"SE121 Uppsala län";"ogifta";"5 år";"män";2450
"SE121 Uppsala län";"ogifta";"5 år";"kvinnor";2445
"SE121 Uppsala län";"ogifta";"6 år";"män";2392
"SE121 Uppsala län";"ogifta";"6 år";"kvinnor";2300
"SE121 Uppsala län";"ogifta";"7 år";"män";2337
"SE121 Uppsala län";"ogifta";"7 år";"kvinnor";2239
"SE121 Uppsala län";"ogifta";"8 år";"män";2527
"SE121 Uppsala län";"ogifta";"8 år";"kvinnor";2324
"SE121 Uppsala län";"ogifta";"9 år";"män";2289
"SE121 Uppsala län";"ogifta";"9 år";"kvinnor";2282
"SE121 Uppsala län";"ogifta";"10 år";"män";2493
"SE121 Uppsala län";"ogifta";"10 år";"kvinnor";2290
"SE121 Uppsala län";"ogifta";"11 år";"män";2330
"SE121 Uppsala län";"ogifta";"11 år";"kvinnor";2232
"SE121 Uppsala län";"ogifta";"12 år";"män";2424
"SE121 Uppsala län";"ogifta";"12 år";"kvinnor";2308
"SE121 Uppsala län";"ogifta";"13 år";"män";2341
"SE121 Uppsala län";"ogifta";"13 år";"kvinnor";2183
"SE121 Uppsala län";"ogifta";"14 år";"män";2278
"SE121 Uppsala län";"ogifta";"14 år";"kvinnor";2194
"SE121 Uppsala län";"ogifta";"15 år";"män";2201
"SE121 Uppsala län";"ogifta";"15 år";"kvinnor";2159
"SE121 Uppsala län";"ogifta";"16 år";"män";2295
"SE121 Uppsala län";"ogifta";"16 år";"kvinnor";2143
"SE121 Uppsala län";"ogifta";"17 år";"män";2172
"SE121 Uppsala län";"ogifta";"17 år";"kvinnor";2100
"SE121 Uppsala län";"ogifta";"18 år";"män";2245
"SE121 Uppsala län";"ogifta";"18 år";"kvinnor";2010
"SE121 Uppsala län";"ogifta";"19 år";"män";2256
"SE121 Uppsala län";"ogifta";"19 år";"kvinnor";2143
"SE121 Uppsala län";"ogifta";"20 år";"män";2549
"SE121 Uppsala län";"ogifta";"20 år";"kvinnor";2430
"SE121 Uppsala län";"ogifta";"21 år";"män";2791
"SE121 Uppsala län";"ogifta";"21 år";"kvinnor";2636
"SE121 Uppsala län";"ogifta";"22 år";"män";2764
"SE121 Uppsala län";"ogifta";"22 år";"kvinnor";2732
"SE121 Uppsala län";"ogifta";"23 år";"män";2707
"SE121 Uppsala län";"ogifta";"23 år";"kvinnor";2870
"SE121 Uppsala län";"ogifta";"24 år";"män";2760
"SE121 Uppsala län";"ogifta";"24 år";"kvinnor";2858
"SE121 Uppsala län";"ogifta";"25 år";"män";3008
"SE121 Uppsala län";"ogifta";"25 år";"kvinnor";2721
"SE121 Uppsala län";"ogifta";"26 år";"män";3041
"SE121 Uppsala län";"ogifta";"26 år";"kvinnor";2714
"SE121 Uppsala län";"ogifta";"27 år";"män";2841
"SE121 Uppsala län";"ogifta";"27 år";"kvinnor";2437
"SE121 Uppsala län";"ogifta";"28 år";"män";2842
"SE121 Uppsala län";"ogifta";"28 år";"kvinnor";2422
"SE121 Uppsala län";"ogifta";"29 år";"män";2693
"SE121 Uppsala län";"ogifta";"29 år";"kvinnor";2314
"SE121 Uppsala län";"ogifta";"30 år";"män";2661
"SE121 Uppsala län";"ogifta";"30 år";"kvinnor";2076
"SE121 Uppsala län";"ogifta";"31 år";"män";2255
"SE121 Uppsala län";"ogifta";"31 år";"kvinnor";1834
"SE121 Uppsala län";"ogifta";"32 år";"män";2113
"SE121 Uppsala län";"ogifta";"32 år";"kvinnor";1586
"SE121 Uppsala län";"ogifta";"33 år";"män";1789
"SE121 Uppsala län";"ogifta";"33 år";"kvinnor";1411
"SE121 Uppsala län";"ogifta";"34 år";"män";1765
"SE121 Uppsala län";"ogifta";"34 år";"kvinnor";1366
"SE121 Uppsala län";"ogifta";"35 år";"män";1586
"SE121 Uppsala län";"ogifta";"35 år";"kvinnor";1174
"SE121 Uppsala län";"ogifta";"36 år";"män";1366
"SE121 Uppsala län";"ogifta";"36 år";"kvinnor";1029
"SE121 Uppsala län";"ogifta";"37 år";"män";1257
"SE121 Uppsala län";"ogifta";"37 år";"kvinnor";982
"SE121 Uppsala län";"ogifta";"38 år";"män";1102
"SE121 Uppsala län";"ogifta";"38 år";"kvinnor";914
"SE121 Uppsala län";"ogifta";"39 år";"män";1015
"SE121 Uppsala län";"ogifta";"39 år";"kvinnor";827
"SE121 Uppsala län";"ogifta";"40 år";"män";1073
"SE121 Uppsala län";"ogifta";"40 år";"kvinnor";773
"SE121 Uppsala län";"ogifta";"41 år";"män";909
"SE121 Uppsala län";"ogifta";"41 år";"kvinnor";770
"SE121 Uppsala län";"ogifta";"42 år";"män";877
"SE121 Uppsala län";"ogifta";"42 år";"kvinnor";724
"SE121 Uppsala län";"ogifta";"43 år";"män";880
"SE121 Uppsala län";"ogifta";"43 år";"kvinnor";656
"SE121 Uppsala län";"ogifta";"44 år";"män";838
"SE121 Uppsala län";"ogifta";"44 år";"kvinnor";675
"SE121 Uppsala län";"ogifta";"45 år";"män";850
"SE121 Uppsala län";"ogifta";"45 år";"kvinnor";708
"SE121 Uppsala län";"ogifta";"46 år";"män";832
"SE121 Uppsala län";"ogifta";"46 år";"kvinnor";657
"SE121 Uppsala län";"ogifta";"47 år";"män";794
"SE121 Uppsala län";"ogifta";"47 år";"kvinnor";652
"SE121 Uppsala län";"ogifta";"48 år";"män";837
"SE121 Uppsala län";"ogifta";"48 år";"kvinnor";636
"SE121 Uppsala län";"ogifta";"49 år";"män";806
"SE121 Uppsala län";"ogifta";"49 år";"kvinnor";622
"SE121 Uppsala län";"ogifta";"50 år";"män";728
"SE121 Uppsala län";"ogifta";"50 år";"kvinnor";623
"SE121 Uppsala län";"ogifta";"51 år";"män";692
"SE121 Uppsala län";"ogifta";"51 år";"kvinnor";596
"SE121 Uppsala län";"ogifta";"52 år";"män";767
"SE121 Uppsala län";"ogifta";"52 år";"kvinnor";599
"SE121 Uppsala län";"ogifta";"53 år";"män";749
"SE121 Uppsala län";"ogifta";"53 år";"kvinnor";678
"SE121 Uppsala län";"ogifta";"54 år";"män";749
"SE121 Uppsala län";"ogifta";"54 år";"kvinnor";640
"SE121 Uppsala län";"ogifta";"55 år";"män";707
"SE121 Uppsala län";"ogifta";"55 år";"kvinnor";599
"SE121 Uppsala län";"ogifta";"56 år";"män";638
"SE121 Uppsala län";"ogifta";"56 år";"kvinnor";608
"SE121 Uppsala län";"ogifta";"57 år";"män";684
"SE121 Uppsala län";"ogifta";"57 år";"kvinnor";538
"SE121 Uppsala län";"ogifta";"58 år";"män";552
"SE121 Uppsala län";"ogifta";"58 år";"kvinnor";471
"SE121 Uppsala län";"ogifta";"59 år";"män";538
"SE121 Uppsala län";"ogifta";"59 år";"kvinnor";440
"SE121 Uppsala län";"ogifta";"60 år";"män";461
"SE121 Uppsala län";"ogifta";"60 år";"kvinnor";418
"SE121 Uppsala län";"ogifta";"61 år";"män";504
"SE121 Uppsala län";"ogifta";"61 år";"kvinnor";409
"SE121 Uppsala län";"ogifta";"62 år";"män";490
"SE121 Uppsala län";"ogifta";"62 år";"kvinnor";406
"SE121 Uppsala län";"ogifta";"63 år";"män";447
"SE121 Uppsala län";"ogifta";"63 år";"kvinnor";396
"SE121 Uppsala län";"ogifta";"64 år";"män";458
"SE121 Uppsala län";"ogifta";"64 år";"kvinnor";381
"SE121 Uppsala län";"ogifta";"65 år";"män";384
"SE121 Uppsala län";"ogifta";"65 år";"kvinnor";375
"SE121 Uppsala län";"ogifta";"66 år";"män";398
"SE121 Uppsala län";"ogifta";"66 år";"kvinnor";325
"SE121 Uppsala län";"ogifta";"67 år";"män";358
"SE121 Uppsala län";"ogifta";"67 år";"kvinnor";300
"SE121 Uppsala län";"ogifta";"68 år";"män";324
"SE121 Uppsala län";"ogifta";"68 år";"kvinnor";268
"SE121 Uppsala län";"ogifta";"69 år";"män";288
"SE121 Uppsala län";"ogifta";"69 år";"kvinnor";257
"SE121 Uppsala län";"ogifta";"70 år";"män";350
"SE121 Uppsala län";"ogifta";"70 år";"kvinnor";263
"SE121 Uppsala län";"ogifta";"71 år";"män";302
"SE121 Uppsala län";"ogifta";"71 år";"kvinnor";279
"SE121 Uppsala län";"ogifta";"72 år";"män";289
"SE121 Uppsala län";"ogifta";"72 år";"kvinnor";279
"SE121 Uppsala län";"ogifta";"73 år";"män";288
"SE121 Uppsala län";"ogifta";"73 år";"kvinnor";216
"SE121 Uppsala län";"ogifta";"74 år";"män";262
"SE121 Uppsala län";"ogifta";"74 år";"kvinnor";232
"SE121 Uppsala län";"ogifta";"75 år";"män";216
"SE121 Uppsala län";"ogifta";"75 år";"kvinnor";197
"SE121 Uppsala län";"ogifta";"76 år";"män";175
"SE121 Uppsala län";"ogifta";"76 år";"kvinnor";143
"SE121 Uppsala län";"ogifta";"77 år";"män";154
"SE121 Uppsala län";"ogifta";"77 år";"kvinnor";110
"SE121 Uppsala län";"ogifta";"78 år";"män";130
"SE121 Uppsala län";"ogifta";"78 år";"kvinnor";120
"SE121 Uppsala län";"ogifta";"79 år";"män";104
"SE121 Uppsala län";"ogifta";"79 år";"kvinnor";87
"SE121 Uppsala län";"ogifta";"80 år";"män";76
"SE121 Uppsala län";"ogifta";"80 år";"kvinnor";69
"SE121 Uppsala län";"ogifta";"81 år";"män";70
"SE121 Uppsala län";"ogifta";"81 år";"kvinnor";68
"SE121 Uppsala län";"ogifta";"82 år";"män";57
"SE121 Uppsala län";"ogifta";"82 år";"kvinnor";61
"SE121 Uppsala län";"ogifta";"83 år";"män";72
"SE121 Uppsala län";"ogifta";"83 år";"kvinnor";45
"SE121 Uppsala län";"ogifta";"84 år";"män";36
"SE121 Uppsala län";"ogifta";"84 år";"kvinnor";43
"SE121 Uppsala län";"ogifta";"85 år";"män";30
"SE121 Uppsala län";"ogifta";"85 år";"kvinnor";38
"SE121 Uppsala län";"ogifta";"86 år";"män";32
"SE121 Uppsala län";"ogifta";"86 år";"kvinnor";37
"SE121 Uppsala län";"ogifta";"87 år";"män";34
"SE121 Uppsala län";"ogifta";"87 år";"kvinnor";37
"SE121 Uppsala län";"ogifta";"88 år";"män";16
"SE121 Uppsala län";"ogifta";"88 år";"kvinnor";27
"SE121 Uppsala län";"ogifta";"89 år";"män";13
"SE121 Uppsala län";"ogifta";"89 år";"kvinnor";15
"SE121 Uppsala län";"ogifta";"90 år";"män";17
"SE121 Uppsala län";"ogifta";"90 år";"kvinnor";23
"SE121 Uppsala län";"ogifta";"91 år";"män";14
"SE121 Uppsala län";"ogifta";"91 år";"kvinnor";20
"SE121 Uppsala län";"ogifta";"92 år";"män";9
"SE121 Uppsala län";"ogifta";"92 år";"kvinnor";11
"SE121 Uppsala län";"ogifta";"93 år";"män";5
"SE121 Uppsala län";"ogifta";"93 år";"kvinnor";8
"SE121 Uppsala län";"ogifta";"94 år";"män";4
"SE121 Uppsala län";"ogifta";"94 år";"kvinnor";6
"SE121 Uppsala län";"ogifta";"95 år";"män";3
"SE121 Uppsala län";"ogifta";"95 år";"kvinnor";8
"SE121 Uppsala län";"ogifta";"96 år";"män";5
"SE121 Uppsala län";"ogifta";"96 år";"kvinnor";4
"SE121 Uppsala län";"ogifta";"97 år";"män";2
"SE121 Uppsala län";"ogifta";"97 år";"kvinnor";5
"SE121 Uppsala län";"ogifta";"98 år";"män";1
"SE121 Uppsala län";"ogifta";"98 år";"kvinnor";5
"SE121 Uppsala län";"ogifta";"99 år";"män";1
"SE121 Uppsala län";"ogifta";"99 år";"kvinnor";3
"SE121 Uppsala län";"ogifta";"100+ år";"män";1
"SE121 Uppsala län";"ogifta";"100+ år";"kvinnor";8
"SE121 Uppsala län";"gifta";"0 år";"män";0
"SE121 Uppsala län";"gifta";"0 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"1 år";"män";0
"SE121 Uppsala län";"gifta";"1 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"2 år";"män";0
"SE121 Uppsala län";"gifta";"2 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"3 år";"män";0
"SE121 Uppsala län";"gifta";"3 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"4 år";"män";0
"SE121 Uppsala län";"gifta";"4 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"5 år";"män";0
"SE121 Uppsala län";"gifta";"5 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"6 år";"män";0
"SE121 Uppsala län";"gifta";"6 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"7 år";"män";0
"SE121 Uppsala län";"gifta";"7 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"8 år";"män";0
"SE121 Uppsala län";"gifta";"8 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"9 år";"män";0
"SE121 Uppsala län";"gifta";"9 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"10 år";"män";0
"SE121 Uppsala län";"gifta";"10 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"11 år";"män";0
"SE121 Uppsala län";"gifta";"11 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"12 år";"män";0
"SE121 Uppsala län";"gifta";"12 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"13 år";"män";0
"SE121 Uppsala län";"gifta";"13 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"14 år";"män";0
"SE121 Uppsala län";"gifta";"14 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"15 år";"män";0
"SE121 Uppsala län";"gifta";"15 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"16 år";"män";0
"SE121 Uppsala län";"gifta";"16 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"17 år";"män";0
"SE121 Uppsala län";"gifta";"17 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"18 år";"män";0
"SE121 Uppsala län";"gifta";"18 år";"kvinnor";2
"SE121 Uppsala län";"gifta";"19 år";"män";0
"SE121 Uppsala län";"gifta";"19 år";"kvinnor";13
"SE121 Uppsala län";"gifta";"20 år";"män";3
"SE121 Uppsala län";"gifta";"20 år";"kvinnor";28
"SE121 Uppsala län";"gifta";"21 år";"män";19
"SE121 Uppsala län";"gifta";"21 år";"kvinnor";34
"SE121 Uppsala län";"gifta";"22 år";"män";22
"SE121 Uppsala län";"gifta";"22 år";"kvinnor";95
"SE121 Uppsala län";"gifta";"23 år";"män";44
"SE121 Uppsala län";"gifta";"23 år";"kvinnor";111
"SE121 Uppsala län";"gifta";"24 år";"män";65
"SE121 Uppsala län";"gifta";"24 år";"kvinnor";184
"SE121 Uppsala län";"gifta";"25 år";"män";121
"SE121 Uppsala län";"gifta";"25 år";"kvinnor";241
"SE121 Uppsala län";"gifta";"26 år";"män";162
"SE121 Uppsala län";"gifta";"26 år";"kvinnor";332
"SE121 Uppsala län";"gifta";"27 år";"män";252
"SE121 Uppsala län";"gifta";"27 år";"kvinnor";449
"SE121 Uppsala län";"gifta";"28 år";"män";339
"SE121 Uppsala län";"gifta";"28 år";"kvinnor";603
"SE121 Uppsala län";"gifta";"29 år";"män";477
"SE121 Uppsala län";"gifta";"29 år";"kvinnor";735
"SE121 Uppsala län";"gifta";"30 år";"män";574
"SE121 Uppsala län";"gifta";"30 år";"kvinnor";814
"SE121 Uppsala län";"gifta";"31 år";"män";639
"SE121 Uppsala län";"gifta";"31 år";"kvinnor";932
"SE121 Uppsala län";"gifta";"32 år";"män";768
"SE121 Uppsala län";"gifta";"32 år";"kvinnor";977
"SE121 Uppsala län";"gifta";"33 år";"män";854
"SE121 Uppsala län";"gifta";"33 år";"kvinnor";1080
"SE121 Uppsala län";"gifta";"34 år";"män";906
"SE121 Uppsala län";"gifta";"34 år";"kvinnor";1161
"SE121 Uppsala län";"gifta";"35 år";"män";1074
"SE121 Uppsala län";"gifta";"35 år";"kvinnor";1199
"SE121 Uppsala län";"gifta";"36 år";"män";1072
"SE121 Uppsala län";"gifta";"36 år";"kvinnor";1182
"SE121 Uppsala län";"gifta";"37 år";"män";1046
"SE121 Uppsala län";"gifta";"37 år";"kvinnor";1204
"SE121 Uppsala län";"gifta";"38 år";"män";1197
"SE121 Uppsala län";"gifta";"38 år";"kvinnor";1160
"SE121 Uppsala län";"gifta";"39 år";"män";1128
"SE121 Uppsala län";"gifta";"39 år";"kvinnor";1163
"SE121 Uppsala län";"gifta";"40 år";"män";1174
"SE121 Uppsala län";"gifta";"40 år";"kvinnor";1328
"SE121 Uppsala län";"gifta";"41 år";"män";1199
"SE121 Uppsala län";"gifta";"41 år";"kvinnor";1232
"SE121 Uppsala län";"gifta";"42 år";"män";1156
"SE121 Uppsala län";"gifta";"42 år";"kvinnor";1200
"SE121 Uppsala län";"gifta";"43 år";"män";1226
"SE121 Uppsala län";"gifta";"43 år";"kvinnor";1256
"SE121 Uppsala län";"gifta";"44 år";"män";1212
"SE121 Uppsala län";"gifta";"44 år";"kvinnor";1218
"SE121 Uppsala län";"gifta";"45 år";"män";1306
"SE121 Uppsala län";"gifta";"45 år";"kvinnor";1294
"SE121 Uppsala län";"gifta";"46 år";"män";1377
"SE121 Uppsala län";"gifta";"46 år";"kvinnor";1326
"SE121 Uppsala län";"gifta";"47 år";"män";1311
"SE121 Uppsala län";"gifta";"47 år";"kvinnor";1297
"SE121 Uppsala län";"gifta";"48 år";"män";1271
"SE121 Uppsala län";"gifta";"48 år";"kvinnor";1332
"SE121 Uppsala län";"gifta";"49 år";"män";1339
"SE121 Uppsala län";"gifta";"49 år";"kvinnor";1328
"SE121 Uppsala län";"gifta";"50 år";"män";1191
"SE121 Uppsala län";"gifta";"50 år";"kvinnor";1149
"SE121 Uppsala län";"gifta";"51 år";"män";1223
"SE121 Uppsala län";"gifta";"51 år";"kvinnor";1185
"SE121 Uppsala län";"gifta";"52 år";"män";1221
"SE121 Uppsala län";"gifta";"52 år";"kvinnor";1192
"SE121 Uppsala län";"gifta";"53 år";"män";1196
"SE121 Uppsala län";"gifta";"53 år";"kvinnor";1289
"SE121 Uppsala län";"gifta";"54 år";"män";1260
"SE121 Uppsala län";"gifta";"54 år";"kvinnor";1254
"SE121 Uppsala län";"gifta";"55 år";"män";1269
"SE121 Uppsala län";"gifta";"55 år";"kvinnor";1220
"SE121 Uppsala län";"gifta";"56 år";"män";1336
"SE121 Uppsala län";"gifta";"56 år";"kvinnor";1195
"SE121 Uppsala län";"gifta";"57 år";"män";1194
"SE121 Uppsala län";"gifta";"57 år";"kvinnor";1192
"SE121 Uppsala län";"gifta";"58 år";"män";1181
"SE121 Uppsala län";"gifta";"58 år";"kvinnor";1076
"SE121 Uppsala län";"gifta";"59 år";"män";1040
"SE121 Uppsala län";"gifta";"59 år";"kvinnor";1128
"SE121 Uppsala län";"gifta";"60 år";"män";1096
"SE121 Uppsala län";"gifta";"60 år";"kvinnor";1040
"SE121 Uppsala län";"gifta";"61 år";"män";1038
"SE121 Uppsala län";"gifta";"61 år";"kvinnor";1101
"SE121 Uppsala län";"gifta";"62 år";"män";1138
"SE121 Uppsala län";"gifta";"62 år";"kvinnor";1079
"SE121 Uppsala län";"gifta";"63 år";"män";1107
"SE121 Uppsala län";"gifta";"63 år";"kvinnor";1071
"SE121 Uppsala län";"gifta";"64 år";"män";1160
"SE121 Uppsala län";"gifta";"64 år";"kvinnor";1124
"SE121 Uppsala län";"gifta";"65 år";"män";1096
"SE121 Uppsala län";"gifta";"65 år";"kvinnor";1034
"SE121 Uppsala län";"gifta";"66 år";"män";1139
"SE121 Uppsala län";"gifta";"66 år";"kvinnor";1029
"SE121 Uppsala län";"gifta";"67 år";"män";1101
"SE121 Uppsala län";"gifta";"67 år";"kvinnor";1076
"SE121 Uppsala län";"gifta";"68 år";"män";1112
"SE121 Uppsala län";"gifta";"68 år";"kvinnor";1123
"SE121 Uppsala län";"gifta";"69 år";"män";1080
"SE121 Uppsala län";"gifta";"69 år";"kvinnor";1047
"SE121 Uppsala län";"gifta";"70 år";"män";1120
"SE121 Uppsala län";"gifta";"70 år";"kvinnor";1080
"SE121 Uppsala län";"gifta";"71 år";"män";1213
"SE121 Uppsala län";"gifta";"71 år";"kvinnor";1101
"SE121 Uppsala län";"gifta";"72 år";"män";1259
"SE121 Uppsala län";"gifta";"72 år";"kvinnor";1149
"SE121 Uppsala län";"gifta";"73 år";"män";1242
"SE121 Uppsala län";"gifta";"73 år";"kvinnor";1095
"SE121 Uppsala län";"gifta";"74 år";"män";1160
"SE121 Uppsala län";"gifta";"74 år";"kvinnor";1000
"SE121 Uppsala län";"gifta";"75 år";"män";1153
"SE121 Uppsala län";"gifta";"75 år";"kvinnor";1041
"SE121 Uppsala län";"gifta";"76 år";"män";1149
"SE121 Uppsala län";"gifta";"76 år";"kvinnor";953
"SE121 Uppsala län";"gifta";"77 år";"män";997
"SE121 Uppsala län";"gifta";"77 år";"kvinnor";811
"SE121 Uppsala län";"gifta";"78 år";"män";873
"SE121 Uppsala län";"gifta";"78 år";"kvinnor";664
"SE121 Uppsala län";"gifta";"79 år";"män";716
"SE121 Uppsala län";"gifta";"79 år";"kvinnor";511
"SE121 Uppsala län";"gifta";"80 år";"män";648
"SE121 Uppsala län";"gifta";"80 år";"kvinnor";467
"SE121 Uppsala län";"gifta";"81 år";"män";604
"SE121 Uppsala län";"gifta";"81 år";"kvinnor";420
"SE121 Uppsala län";"gifta";"82 år";"män";507
"SE121 Uppsala län";"gifta";"82 år";"kvinnor";354
"SE121 Uppsala län";"gifta";"83 år";"män";449
"SE121 Uppsala län";"gifta";"83 år";"kvinnor";327
"SE121 Uppsala län";"gifta";"84 år";"män";380
"SE121 Uppsala län";"gifta";"84 år";"kvinnor";275
"SE121 Uppsala län";"gifta";"85 år";"män";319
"SE121 Uppsala län";"gifta";"85 år";"kvinnor";206
"SE121 Uppsala län";"gifta";"86 år";"män";288
"SE121 Uppsala län";"gifta";"86 år";"kvinnor";158
"SE121 Uppsala län";"gifta";"87 år";"män";217
"SE121 Uppsala län";"gifta";"87 år";"kvinnor";135
"SE121 Uppsala län";"gifta";"88 år";"män";190
"SE121 Uppsala län";"gifta";"88 år";"kvinnor";95
"SE121 Uppsala län";"gifta";"89 år";"män";167
"SE121 Uppsala län";"gifta";"89 år";"kvinnor";83
"SE121 Uppsala län";"gifta";"90 år";"män";137
"SE121 Uppsala län";"gifta";"90 år";"kvinnor";53
"SE121 Uppsala län";"gifta";"91 år";"män";95
"SE121 Uppsala län";"gifta";"91 år";"kvinnor";48
"SE121 Uppsala län";"gifta";"92 år";"män";72
"SE121 Uppsala län";"gifta";"92 år";"kvinnor";38
"SE121 Uppsala län";"gifta";"93 år";"män";52
"SE121 Uppsala län";"gifta";"93 år";"kvinnor";20
"SE121 Uppsala län";"gifta";"94 år";"män";40
"SE121 Uppsala län";"gifta";"94 år";"kvinnor";9
"SE121 Uppsala län";"gifta";"95 år";"män";27
"SE121 Uppsala län";"gifta";"95 år";"kvinnor";10
"SE121 Uppsala län";"gifta";"96 år";"män";11
"SE121 Uppsala län";"gifta";"96 år";"kvinnor";5
"SE121 Uppsala län";"gifta";"97 år";"män";4
"SE121 Uppsala län";"gifta";"97 år";"kvinnor";3
"SE121 Uppsala län";"gifta";"98 år";"män";6
"SE121 Uppsala län";"gifta";"98 år";"kvinnor";5
"SE121 Uppsala län";"gifta";"99 år";"män";1
"SE121 Uppsala län";"gifta";"99 år";"kvinnor";0
"SE121 Uppsala län";"gifta";"100+ år";"män";2
"SE121 Uppsala län";"gifta";"100+ år";"kvinnor";2
"SE121 Uppsala län";"skilda";"0 år";"män";0
"SE121 Uppsala län";"skilda";"0 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"1 år";"män";0
"SE121 Uppsala län";"skilda";"1 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"2 år";"män";0
"SE121 Uppsala län";"skilda";"2 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"3 år";"män";0
"SE121 Uppsala län";"skilda";"3 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"4 år";"män";0
"SE121 Uppsala län";"skilda";"4 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"5 år";"män";0
"SE121 Uppsala län";"skilda";"5 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"6 år";"män";0
"SE121 Uppsala län";"skilda";"6 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"7 år";"män";0
"SE121 Uppsala län";"skilda";"7 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"8 år";"män";0
"SE121 Uppsala län";"skilda";"8 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"9 år";"män";0
"SE121 Uppsala län";"skilda";"9 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"10 år";"män";0
"SE121 Uppsala län";"skilda";"10 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"11 år";"män";0
"SE121 Uppsala län";"skilda";"11 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"12 år";"män";0
"SE121 Uppsala län";"skilda";"12 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"13 år";"män";0
"SE121 Uppsala län";"skilda";"13 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"14 år";"män";0
"SE121 Uppsala län";"skilda";"14 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"15 år";"män";0
"SE121 Uppsala län";"skilda";"15 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"16 år";"män";0
"SE121 Uppsala län";"skilda";"16 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"17 år";"män";0
"SE121 Uppsala län";"skilda";"17 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"18 år";"män";0
"SE121 Uppsala län";"skilda";"18 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"19 år";"män";0
"SE121 Uppsala län";"skilda";"19 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"20 år";"män";0
"SE121 Uppsala län";"skilda";"20 år";"kvinnor";0
"SE121 Uppsala län";"skilda";"21 år";"män";2
"SE121 Uppsala län";"skilda";"21 år";"kvinnor";3
"SE121 Uppsala län";"skilda";"22 år";"män";0
"SE121 Uppsala län";"skilda";"22 år";"kvinnor";6
"SE121 Uppsala län";"skilda";"23 år";"män";0
"SE121 Uppsala län";"skilda";"23 år";"kvinnor";8
"SE121 Uppsala län";"skilda";"24 år";"män";5
"SE121 Uppsala län";"skilda";"24 år";"kvinnor";9
"SE121 Uppsala län";"skilda";"25 år";"män";6
"SE121 Uppsala län";"skilda";"25 år";"kvinnor";26
"SE121 Uppsala län";"skilda";"26 år";"män";14
"SE121 Uppsala län";"skilda";"26 år";"kvinnor";45
"SE121 Uppsala län";"skilda";"27 år";"män";30
"SE121 Uppsala län";"skilda";"27 år";"kvinnor";55
"SE121 Uppsala län";"skilda";"28 år";"män";33
"SE121 Uppsala län";"skilda";"28 år";"kvinnor";63
"SE121 Uppsala län";"skilda";"29 år";"män";46
"SE121 Uppsala län";"skilda";"29 år";"kvinnor";109
